from to distance betweenness top10
4679 13027 54.640598 179973.247112 3844
12540 12825 10.780429 179931.179661 3844
5212 5351 10.707341 179910.774509 3844
13764 14071 9.76416 179823.331772 3844
2509 11182 30.334908 179812.387917 3844
4485 16938 40.767414 179735.323876 3844
12051 12140 16.98435 179720.375892 3844
15608 15609 7.615479 179688.32885 3844
5776 5915 23.225779 179649.777478 3844
11392 12306 29.332043 179626.647811 3844
5705 10985 3.826932 179596.37117 3844
165 773 78.282471 179568.895959 3844
3761 13277 59.337528 179568.557146 3844
12013 13502 50.308109 179521.871476 3844
8807 9397 19.070965 179479.269477 3844
15678 15679 13.70752 179445.554352 3844
2316 2814 16.738647 179441.890276 3844
2896 3266 12.058446 179411.663602 3844
9183 9572 11.158936 179360.800639 3844
2325 10188 21.630224 179261.228301 3844
15275 15717 14.277415 179253.829244 3844
16514 16903 59.222298 179188.873564 3844
9210 17036 25.211838 179180.710732 3844
3538 11980 16.509766 179168.378312 3844
12641 13015 12.645752 179165.061017 3844
3674 3987 10.228357 179146.128525 3844
1426 2175 26.719328 179125.931224 3844
14496 14498 1.523438 179110.680851 3844
4033 4334 9.535269 179074.984105 3844
9095 11537 79.272766 179057.034411 3844
1374 1587 37.213108 179055.535618 3844
578 17236 14.372041 178954.688095 3844
9064 9327 18.375803 178894.928723 3844
224 608 12.7139 178834.599746 3844
11434 17992 16.992102 178827.313173 3844
7952 8334 12.058261 178824.532818 3844
14215 14296 21.504515 178802.439269 3844
3906 4850 29.837919 178773.859662 3844
12993 12994 4.569336 178750.840635 3844
13181 13606 14.277415 178701.160767 3844
12094 12280 29.766518 178699.630365 3844
9834 16565 25.803556 178664.462581 3844
1748 2046 9.882216 178638.507117 3844
3682 4033 12.058446 178615.281844 3844
3075 5485 23.169247 178583.227029 3844
6478 7096 19.528442 178551.254877 3844
12870 13293 14.678076 178428.672179 3844
14775 15200 40.092274 178401.344021 3844
2502 17237 27.160292 178351.059434 3844
506 9162 4.976558 178348.401715 3844
4039 4338 8.906262 178306.11866 3844
10316 15706 22.494864 178262.327643 3844
10072 13611 9.103845 178251.300682 3844
8372 8584 10.707006 178235.675495 3844
1748 1825 18.488512 178189.526043 3844
742 17916 32.118523 178159.792357 3844
1330 7058 9.43119 178081.745956 3844
3832 4164 18.0916 178050.494264 3844
18148 18149 9.138428 177980.045327 3844
17047 17391 10.780429 177738.047392 3844
8593 8907 8.718262 177680.64262 3844
8932 8979 30.493353 177678.089775 3844
3944 4090 20.237167 177603.716925 3844
3 18161 18.488585 177559.049413 3844
15893 15967 19.995415 177437.767272 3844
5593 5682 19.995415 177366.946996 3844
11721 12798 36.26709 177353.054975 3844
10110 15290 30.806242 177275.21572 3844
5680 5732 24.409037 177255.30709 3844
15807 16291 15.419146 177254.559214 3844
9600 9601 22.845703 177180.480987 3844
2798 3103 11.50877 177084.802265 3844
6050 11121 27.704594 177058.977056 3844
4590 5573 32.34108 177012.394379 3844
6054 6153 19.995415 177006.11689 3844
1308 1418 19.995346 176985.276988 3844
6676 9265 75.339127 176982.032801 3844
2008 2463 10.342835 176966.659628 3844
12048 12627 20.45657 176948.179401 3844
1224 18078 44.388966 176901.464255 3844
2544 8105 3.49993 176893.284266 3844
5059 8465 8.0349 176884.994297 3844
14296 14432 18.749775 176798.398212 3721
16446 16541 18.488585 176792.558998 3721
16621 16709 21.504515 176780.958978 3721
16402 16658 8.369141 176725.462912 3721
17610 17666 19.848886 176677.829157 3721
642 988 10.228211 176574.930293 3721
16404 16545 20.237167 176539.201999 3721
13522 15477 17.957441 176522.454066 3721
14781 16558 69.703049 176508.991727 3721
11039 11167 7.390979 176478.381219 3721
4686 13318 14.2887 176466.235185 3721
18236 18237 15.230469 176457.042666 3721
10012 15010 17.903843 176450.796774 3721
14361 14655 8.493129 176450.475216 3721
14176 14930 23.581562 176404.586829 3721
16133 16621 16.009668 176357.434506 3721
9534 10528 32.34108 176357.298609 3721
3682 3817 14.33216 176331.783632 3721
4066 4780 19.528442 176302.84123 3721
881 1331 12.554199 176271.788716 3721
5778 7476 17.896017 176263.674863 3721
12479 12645 13.400884 176251.931079 3721
892 2831 46.415081 176206.447286 3721
9400 9481 4.130265 176181.532709 3721
15107 15475 11.15918 176154.69207 3721
15789 16066 27.211153 176119.401603 3721
15758 16134 11.566931 176099.484253 3721
11762 11806 24.408792 176092.508116 3721
14993 15469 15.34375 176026.184956 3721
16743 17324 105.143814 176008.524534 3721
5012 5240 29.76705 175968.410916 3721
14152 14285 17.268347 175945.083701 3721
2985 2988 12.18457 175934.178513 3721
2415 8980 5.945937 175914.485048 3721
11164 11405 20.992319 175804.812744 3721
9982 10466 15.221263 175740.177222 3721
2544 8060 2.750031 175695.505663 3721
7144 7306 19.109093 175691.800618 3721
6723 6769 6.249961 175668.559903 3721
806 1047 68.891785 175502.399954 3721
5097 5336 9.535151 175488.824781 3721
1469 1748 9.882216 175403.092215 3721
16694 16775 21.504967 175324.411865 3721
15348 16012 9.947669 175250.525167 3721
11396 11441 12.264155 175223.280594 3721
3466 3570 21.504694 175195.161301 3721
3630 8821 10.243414 175188.090515 3721
161 17847 17.351233 175172.948851 3721
10887 10944 9.244256 175141.4368 3721
10447 10999 22.63114 175131.800705 3721
11383 13807 14.302093 175004.565951 3721
1612 1731 7.390979 174892.361154 3721
5958 14348 7.665295 174838.707262 3721
1628 6046 7.722934 174818.167659 3721
725 1021 9.535151 174755.871892 3721
6385 6386 19.799805 174753.295702 3721
1638 16185 15.292019 174729.008812 3721
2892 2893 24.369141 174693.381944 3721
8927 9287 10.780871 174691.335385 3721
7216 7247 7.742196 174586.192777 3721
14566 15189 19.129826 174517.114329 3721
9287 9432 26.228056 174507.523079 3721
10826 10979 4.453402 174429.80653 3721
2910 6691 200.222061 174294.233352 3721
3794 3840 18.330008 174226.601059 3721
6297 6394 18.488344 174208.953671 3721
11274 11695 12.918471 174171.006684 3721
2420 13168 13.960525 174156.404104 3721
11058 11059 31.984379 174066.024454 3721
534 6559 8.855527 174049.530706 3721
1034 11899 32.90593 173954.77435 3721
12645 12924 12.382975 173908.008452 3721
10998 15615 3.576408 173848.253338 3721
3610 12593 15.562645 173711.291268 3721
13607 14076 15.643246 173678.768612 3721
10598 10879 8.906627 173647.59038 3721
13328 13935 19.584473 173611.926091 3721
3191 16114 1.94572 173575.861389 3721
15189 15699 16.009529 173575.81155 3721
10689 10818 26.228056 173538.657893 3721
1504 2113 25.879736 173506.886133 3721
2109 9406 155.373932 173490.462048 3721
6391 9909 4.776333 173464.156364 3721
6789 6881 8.11008 173443.08271 3721
228 442 16.208158 173423.361387 3721
8071 8406 9.882216 173397.768545 3721
6030 16310 27.28908 173374.99753 3721
13910 15406 24.064758 173373.724083 3721
3376 3799 13.954129 173342.762429 3721
6134 6548 13.95435 173334.190485 3721
4985 5529 69.073746 173291.765315 3721
12109 12186 3.178631 173278.318046 3721
6186 6331 15.795102 173183.692971 3721
3467 15059 136.681122 173166.612633 3721
16247 16569 12.382824 173149.753637 3721
2540 9993 152.347321 173139.111151 3721
5086 16115 41.138184 172997.557571 3721
4904 5275 16.52211 172996.853784 3721
5135 5619 15.643246 172993.863364 3721
221 13659 5.085477 172971.202908 3721
11972 11973 18.276855 172919.276283 3721
169 9386 2.88475 172912.094264 3721
7267 7507 31.249588 172880.331883 3721
9999 10616 20.305738 172855.756618 3721
11533 12718 0.967644 172805.850189 3721
4140 4141 15.230957 172775.685069 3721
839 841 39.599609 172771.885716 3721
10001 10572 18.389622 172766.103947 3721
642 747 19.995346 172702.060034 3721
3595 7570 0.796005 172606.853183 3721
16448 16581 18.749884 172529.068568 3721
10622 13277 6.799574 172506.361863 3721
2106 6221 6.788163 172503.304573 3721
2968 3101 11.453418 172444.581063 3721
1108 6169 12.067416 172383.677514 3721
9293 12879 21.383789 172376.461078 3721
16762 17311 17.351233 172339.825157 3721
3990 13572 14.064258 172256.707767 3721
2571 2975 15.221137 172244.09484 3721
17427 17523 19.995415 172236.951911 3721
944 14747 179.044617 172161.303953 3721
15882 15920 4.777309 172090.679016 3721
10602 10748 12.882722 172078.312054 3721
6761 9526 20.672291 171958.295889 3721
10243 14881 153.411301 171828.29854 3721
13955 15081 18.50878 171824.958397 3721
12196 12646 22.708607 171800.347748 3721
1282 1760 51.096252 171792.375556 3721
8234 8590 9.387573 171707.400881 3721
8724 10243 44.662674 171686.47846 3721
9239 11834 16.983137 171652.54253 3721
15490 15546 12.264155 171610.034829 3721
15519 15734 7.610666 171596.854866 3721
467 806 10.780326 171590.626102 3721
2498 9782 14.465231 171586.446746 3721
11537 14300 99.557526 171574.070833 3721
3227 8016 13.906014 171572.44166 3721
5475 17315 7.432617 171570.564507 3721
2665 2666 19.799805 171523.474479 3721
6368 6451 13.988484 171501.74527 3721
6135 6275 15.794867 171403.027999 3721
5179 5577 13.359894 171385.987811 3721
608 1504 25.836468 171378.367199 3721
16594 16722 4.453256 171361.850343 3721
6607 18097 20.579374 171255.544465 3721
7288 7432 4.18457 171195.310171 3721
9892 16776 33.782871 171102.641066 3721
2208 7250 40.133503 171090.992192 3721
12082 12199 14.332251 171080.045396 3721
4152 13572 15.243617 171052.365068 3721
16104 16434 9.882216 171005.558805 3721
10380 10386 9.138672 170931.095965 3721
11030 11268 31.249588 170897.553476 3721
16822 17118 9.76416 170841.628006 3721
8368 8530 11.453507 170782.81831 3721
16949 17097 16.152933 170781.586287 3721
8154 8680 15.221584 170637.210084 3721
15273 16465 10.484167 170634.625008 3721
13697 13936 9.535482 170631.045051 3721
1729 15562 18.449514 170454.7743 3721
5808 7779 6.392497 170373.864832 3721
8191 8543 9.903564 170361.152381 3721
1365 6319 51.592705 170361.021327 3721
6597 6700 3.626465 170360.666667 3721
12462 13010 18.197405 170355.961666 3721
11469 16944 26.966129 170320.666667 3721
13208 13219 23.865507 170283.474457 3721
237 400 21.730057 170260.610458 3721
9016 9256 7.138708 170253.753352 3721
15488 15489 15.230957 170223.257143 3721
4885 17662 18.698767 170133.054103 3721
4454 4818 10.780326 170072.852477 3721
8596 8597 13.70752 169938.419551 3721
3598 5726 31.02146 169866.549609 3721
5657 14453 134.356705 169858.71147 3721
6508 6593 24.528337 169811.784471 3721
17972 18068 4.13079 169789.675312 3721
6057 12231 8.074284 169751.619493 3721
6990 12578 14.073489 169733.064704 3721
1688 1967 9.76416 169728.801385 3721
916 1327 11.56706 169521.95378 3721
7361 7872 16.508986 169481.167201 3721
10650 11337 6.772429 169468.818842 3721
6820 16819 64.426765 169460.386768 3721
4679 15896 76.674088 169361.927944 3721
16947 17495 17.812983 169299.2068 3721
227 8935 16.467806 169296.456302 3721
9239 9730 14.046631 169285.931341 3721
16367 16594 7.138946 169258.180284 3721
11502 11739 16.751608 169140.447502 3721
11420 11973 17.812983 169114.91944 3721
1162 3235 9.713605 169098.396329 3721
656 821 20.237167 168999.880616 3721
3683 4034 12.058446 168987.198092 3721
3209 4063 25.154085 168977.043852 3721
7665 7860 6.081787 168915.521942 3721
12631 15224 87.388596 168905.196213 3721
8530 8888 14.457143 168891.684544 3721
8520 8523 12.18457 168865.578748 3721
1654 16087 22.069092 168859.134885 3721
2841 15819 22.404314 168820.46889 3721
8554 8962 12.057901 168815.68208 3721
5504 17053 43.630192 168769.106374 3721
1816 2030 8.337901 168740.042902 3721
481 708 6.709473 168738.129364 3721
16545 16661 4.453173 168706.675623 3721
72 9736 180.377335 168697.747064 3721
13208 16817 19.298786 168683.186952 3721
2983 5464 5.083746 168639.368597 3721
7112 18079 38.828827 168485.909647 3721
412 6707 114.453369 168396.622396 3721
8564 8977 11.567531 168390.886557 3721
24 18142 20.237167 168337.192391 3721
2795 2969 27.977304 168317.565279 3721
4081 8048 28.908527 168273.549127 3721
9046 9305 33.603992 168266.140163 3721
8127 8413 9.535269 168202.868045 3721
3078 7511 20.631754 168177.293963 3721
1618 1900 9.76416 168097.761721 3721
16599 16643 3.350808 168096.067533 3721
7444 13925 10.939322 168081.106304 3721
12669 12937 10.780429 168064.583822 3721
17339 17528 8.261221 167969.759516 3721
1228 8839 12.06419 167944.12027 3721
10477 11317 25.154055 167937.178779 3721
6310 6493 10.706924 167914.738777 3721
17495 17640 20.237167 167792.788489 3721
11164 11590 12.645752 167753.469027 3721
5338 10449 59.117092 167650.229941 3721
16433 16732 12.383017 167594.875705 3721
12106 12471 13.359726 167571.317415 3721
6392 6472 19.995346 167550.069972 3721
11161 11204 42.281071 167432.44413 3721
10395 10396 19.799805 167419.614298 3721
11572 11931 11.15918 167413.584079 3721
7100 7362 9.535151 167412.003798 3721
12758 13135 12.554199 167405.893535 3721
12032 12325 12.372005 167400.996196 3600
5712 5889 5.783583 167398.120374 3600
9215 15985 12.699897 167365.304072 3600
10782 12514 22.068171 167359.351153 3600
3316 6006 32.919292 167345.490476 3600
11927 12256 11.262623 167338.371978 3600
2904 8207 46.699375 167335.98948 3600
11057 11058 24.368896 167314.398093 3600
7582 7704 14.332017 167288.333694 3600
6169 6236 1.729614 167254.629252 3600
5804 15289 17.622126 167198.596857 3600
6874 6875 41.122559 167145.57684 3600
3265 3744 15.221137 167050.339211 3600
13100 13511 14.277415 167014.097652 3600
6146 6341 5.783701 167001.689589 3600
4065 4727 18.197426 166979.60646 3600
7321 17270 104.658829 166927.880027 3600
13582 13849 9.882216 166910.014064 3600
3120 3369 281.853394 166883.943902 3600
17335 17382 32.014782 166868.553434 3600
15323 15719 26.068089 166864.87512 3600
12365 12726 12.918055 166818.690342 3600
15669 16132 14.678076 166809.371324 3600
3946 3990 15.294201 166771.441727 3600
2569 4051 7.361437 166762.350174 3600
10886 10984 3.178416 166747.34711 3600
15993 16131 20.237167 166734.709476 3600
14176 14300 18.74983 166720.959564 3600
3576 6164 83.716827 166634.391435 3600
97 478 51.48513 166618.732452 3600
8661 9592 27.575298 166564.28598 3600
43 13375 152.04248 166556.386055 3600
3170 3171 19.799805 166552.576709 3600
89 7903 12.824811 166478.048576 3600
7286 7677 12.7139 166463.768175 3600
13099 13463 13.95391 166441.752317 3600
340 341 4.569336 166434.697791 3600
3122 10375 34.184776 166431.170637 3600
2571 13725 79.226875 166363.817539 3600
2469 2561 12.499814 166305.005281 3600
4860 4862 10.661133 166279.175936 3600
815 12184 19.37586 166166.55852 3600
3213 3214 18.276855 166029.560035 3600
2991 3077 15.483867 165991.095361 3600
6801 7116 9.261963 165855.714329 3600
10800 10910 19.995415 165852.945968 3600
1629 17075 8.03445 165814.26937 3600
6001 6002 13.70752 165763.560243 3600
17154 17448 10.352132 165637.472315 3600
16152 16762 20.45657 165608.083791 3600
17472 17567 18.488585 165601.751827 3600
15445 15831 11.15918 165601.738095 3600
14120 16310 20.911621 165596.422362 3600
8006 8052 16.811844 165594.995656 3600
304 16489 30.007637 165581.676973 3600
6988 7395 12.646053 165570.00217 3600
15350 15351 3.046143 165544.839915 3600
130 254 4.18457 165537.430935 3600
2497 2580 21.504452 165533.424397 3600
2463 11193 13.52985 165524.799288 3600
15699 16240 17.350761 165480.527831 3600
3101 3149 13.778323 165478.556164 3600
15100 15645 19.845819 165477.887875 3600
8217 8644 11.567402 165442.345024 3600
200 583 12.058446 165406.521687 3600
10161 10218 22.888498 165379.193728 3600
10216 10217 1.522949 165349.433636 3600
830 928 14.025784 165343.593434 3600
6749 18198 9.177178 165329.256845 3600
9432 9791 36.765076 165316.293263 3600
12033 13147 70.325378 165243.372349 3600
3029 3066 9.244219 165226.516772 3600
1734 16617 101.994736 165156.76447 3600
6567 7558 31.286396 165155.582744 3600
11008 14336 22.378029 165146.559165 3600
16850 17011 19.10956 165101.515488 3600
10985 11934 42.2603 165014.892616 3600
4383 6319 16.02108 164994.557426 3600
18030 18080 7.741911 164913.789965 3600
2441 5198 26.304722 164879.942614 3600
11781 11959 5.635254 164790.938187 3600
4748 14442 26.55497 164779.758139 3600
14529 14848 25.766249 164779.104499 3600
16639 16862 10.326518 164776.249787 3600
5468 5876 12.553955 164720.715847 3600
14842 14843 18.276367 164713.285122 3600
2827 3435 8.34359 164656.854416 3600
3472 6236 1.761802 164613.778964 3600
12145 12146 15.230469 164610.519284 3600
2277 10283 11.71933 164603.692536 3600
2012 2275 11.31557 164603.186608 3600
5704 10909 48.568642 164552.416397 3600
14967 15087 20.237217 164534.728571 3600
7648 17793 61.486912 164495.342678 3600
11155 11156 68.538086 164469.414423 3600
1175 16280 6.513834 164465.466667 3600
14810 15330 22.718184 164357.266667 3600
15172 15804 41.641033 164341.213654 3600
13561 13690 39.083519 164328.641107 3600
203 9843 12.504402 164305.0 3600
6049 8452 33.103802 164300.0 3600
7301 12639 5.143507 164299.0 3600
4604 6897 10.572607 164284.0 3600
14270 15914 56.018948 164283.714286 3600
4756 5444 6.752786 164279.0 3600
7890 9734 261.56604 164259.0 3600
5007 16443 16.627779 164258.8 3600
12247 16128 6.138605 164248.466667 3600
7334 16072 26.174776 164218.0 3600
6215 8317 202.168198 164205.541156 3600
4724 4729 6.092285 164180.518094 3600
3055 6103 17.187305 164179.423767 3600
8392 15373 1.610931 164179.142912 3600
3045 3472 8.440726 164162.232567 3600
568 17099 39.983978 164144.687398 3600
7696 7909 11.806076 164139.466667 3600
5347 13099 15.6462 164133.227111 3600
4720 4724 6.092285 164029.105168 3600
14331 18058 5.450274 164028.1 3600
5092 5093 9.138672 164012.695556 3600
4959 8084 2.410396 164006.743437 3600
2587 3437 26.546679 163999.602013 3600
9146 9497 13.373469 163948.010108 3600
9768 18207 5.284019 163917.95913 3600
1317 1374 27.45051 163903.222605 3600
2011 15931 18.683136 163876.819448 3600
10639 11059 12.554199 163865.31956 3600
9498 16196 32.790035 163835.07619 3600
9671 11734 20.210373 163829.327444 3600
17670 18143 15.64315 163823.003159 3600
7304 8512 35.693985 163821.878178 3600
15557 15924 12.7139 163813.0 3600
14288 17165 35.776245 163771.304875 3600
8663 8664 18.276855 163698.562459 3600
7728 7872 12.882643 163683.710263 3600
10396 10397 22.846191 163590.091015 3600
2527 2573 18.330017 163510.589844 3600
2789 3237 17.556686 163505.771832 3600
11910 11954 15.294421 163502.088627 3600
120 121 27.415039 163439.065853 3600
13539 13630 2.790039 163431.525342 3600
13561 14434 24.481649 163427.228719 3600
15582 16388 25.093994 163408.850534 3600
8938 9036 2.789795 163248.001349 3600
12739 12856 23.226259 163246.704425 3600
3699 3885 5.57959 163141.518447 3600
9497 17314 6.327734 163065.08573 3600
2283 2542 8.906178 163030.203535 3600
487 14069 9.928077 162946.223556 3600
4037 4156 2.789551 162942.474916 3600
13250 17689 7.370792 162936.471381 3600
16731 17031 10.780326 162933.298677 3600
101 14985 24.288776 162933.288819 3600
11713 12008 37.835098 162885.947427 3600
6387 6682 9.76416 162821.960731 3600
136 568 13.084473 162812.791842 3600
839 1232 12.058446 162785.114604 3600
6492 16160 1.294434 162782.779808 3600
5528 6086 18.389723 162780.146908 3600
17846 17940 18.488102 162767.169072 3600
3238 3864 19.667444 162727.48204 3600
3605 12075 46.415222 162710.693912 3600
17913 18237 9.882337 162695.172728 3600
66 424 9.764282 162674.311061 3600
12376 15316 10.532177 162652.242423 3600
1627 2206 19.587616 162637.201896 3600
2561 2687 15.794867 162627.40965 3600
338 2090 0.894241 162569.647816 3600
2845 2846 13.70752 162538.856611 3600
8305 15942 15.227202 162404.170538 3600
4541 5135 17.350986 162392.950246 3600
6326 6454 18.749884 162366.1842 3600
17137 17626 18.520863 162347.004642 3600
9545 9546 12.18457 162307.426127 3600
14845 18060 32.696445 162241.544179 3600
4830 4873 35.058521 162195.477988 3600
8172 9161 5.117432 162136.713839 3600
11471 11557 16.98407 161999.286878 3600
11829 12032 9.260546 161996.373692 3600
8740 14030 11.323405 161951.753372 3600
8554 8828 23.886726 161910.613522 3600
6459 7286 28.566807 161847.270923 3600
13943 17701 14.80744 161790.425112 3600
4477 4570 21.504694 161746.264885 3600
14194 14851 19.587736 161708.092365 3600
6739 9409 24.497435 161697.898543 3600
10151 15164 180.016678 161668.879952 3600
13848 14136 8.50706 161661.985936 3600
5160 8722 17.3393 161641.828646 3600
9596 9597 19.799805 161571.862363 3600
2669 3048 13.359434 161513.469744 3600
4823 14921 39.053719 161445.13591 3600
9158 9619 12.553955 161417.889056 3600
3416 15693 24.922913 161404.507561 3600
5804 11508 22.92417 161332.868852 3600
11819 13962 72.550018 161325.81522 3600
868 16574 35.676979 161324.820007 3600
4431 5797 26.559381 161262.042284 3600
8326 8433 18.488512 161224.346884 3600
7486 12910 3.48916 161190.200075 3600
993 2503 47.450531 161178.426444 3600
2469 3238 27.908258 161165.178054 3600
8075 8640 16.009668 161131.557144 3600
5370 6448 35.513924 161084.574042 3600
16240 16859 20.45657 161060.82168 3600
11635 11637 15.230469 161054.835583 3600
16522 16730 6.974609 161050.110078 3600
3967 4215 7.138469 161047.128374 3600
15132 15680 16.807907 161034.548299 3600
12011 13088 39.335434 161031.646956 3600
4053 13381 10.431442 160928.630795 3600
9523 17817 10.159821 160927.955865 3600
5535 7905 8.648761 160910.759602 3600
7270 12905 14.894788 160906.894291 3600
6719 7230 15.643246 160814.043776 3600
316 425 2.789795 160781.931044 3600
11846 11927 2.790039 160772.88303 3600
2239 2431 7.138946 160742.216712 3600
14257 17735 34.169537 160696.93627 3600
5262 5263 92.907227 160656.729908 3600
15717 16183 14.678076 160648.822526 3600
6504 6608 14.049894 160595.104505 3600
2944 10294 21.519524 160553.117066 3600
3369 3425 70.074921 160540.531167 3600
1130 1434 8.906262 160468.734448 3600
5508 9006 7.234514 160440.682387 3600
4602 4603 21.322754 160417.13603 3600
3398 3543 15.795337 160297.341525 3600
9317 9661 9.150391 160282.154801 3600
5740 9030 26.745117 160240.769461 3600
13352 14047 23.581951 160232.663208 3600
15818 15953 15.794899 160163.434182 3600
5617 5618 10.661621 160114.958276 3600
12036 17243 26.328041 160112.608021 3600
9110 9158 33.536343 160043.931512 3600
6876 6877 31.984375 160010.633442 3600
5446 7126 51.632816 159974.929228 3600
13596 17998 100.612343 159928.228724 3481
4215 8084 19.381857 159917.382361 3481
522 15481 19.754395 159866.663411 3481
3506 16995 5.574219 159769.365268 3481
14400 15621 36.26709 159750.922513 3481
15971 16224 9.98784 159710.755405 3481
1663 1664 19.799805 159701.193113 3481
5968 6769 36.066708 159653.518586 3481
8045 16677 101.098183 159647.296597 3481
2324 10733 65.735352 159639.629675 3481
4492 4493 13.70752 159602.704596 3481
16305 17677 61.958641 159596.000525 3481
2752 5280 58.272202 159551.085858 3481
9386 18030 11.538743 159550.419579 3481
2965 3019 19.848886 159503.787013 3481
1951 2047 19.995415 159443.061324 3481
4323 4381 16.811398 159437.152605 3481
3021 3097 16.984631 159401.333047 3481
5619 5711 21.504967 159388.420486 3481
6775 13809 2.94658 159342.945977 3481
12369 17757 26.320345 159254.714363 3481
6054 6525 14.277892 159153.857117 3481
2883 7432 6.405412 159127.263546 3481
16739 16780 7.741955 159070.18817 3481
6569 6808 8.906574 159048.082153 3481
9117 11002 0.54213 158984.811426 3481
12108 12235 18.7493 158911.113852 3481
7782 11512 14.669268 158874.799134 3481
9473 9892 12.553955 158871.814499 3481
10676 11549 32.193924 158805.202085 3481
6479 6567 5.353671 158725.901502 3481
10071 10557 19.009861 158612.15962 3481
3288 3398 11.020042 158578.348185 3481
8068 8168 30.588425 158565.960783 3481
4575 4622 47.235435 158561.939638 3481
2152 2153 25.89209 158537.281297 3481
7069 10926 1.461914 158500.295742 3481
5901 11458 21.821194 158481.115941 3481
12257 12540 10.780429 158478.317867 3481
5024 5467 14.031624 158410.709928 3481
2139 5897 66.240646 158365.343244 3481
11936 11977 16.811884 158342.297039 3481
173 16582 12.658902 158336.414398 3481
10269 10594 10.228211 158310.378207 3481
500 899 11.159058 158281.323125 3481
1905 3036 11.753321 158231.794475 3481
8602 8603 13.70752 158220.477857 3481
16506 16727 7.545898 158211.333333 3481
3931 18097 7.481614 158209.111452 3481
7872 8415 17.129578 158207.551195 3481
1111 1115 19.800045 158167.733333 3481
112 201 11.020391 158142.912987 3481
11611 11802 22.040682 158134.485541 3481
10103 10213 12.499814 158082.827396 3481
3281 16747 5.965009 158047.612785 3481
12620 12621 13.708008 157988.895729 3481
12283 12284 13.70752 157945.382593 3481
16245 16596 12.7139 157903.369592 3481
10703 10704 74.629883 157822.226522 3481
8644 8927 9.535269 157813.819948 3481
8746 8927 22.040558 157800.210996 3481
11805 12006 38.710083 157783.115955 3481
9456 14404 11.04248 157719.42668 3481
2434 8731 30.1875 157707.171182 3481
1047 1317 7.138708 157706.956347 3481
9870 16645 59.517635 157636.792759 3481
4948 5704 23.368717 157616.98152 3481
12175 12296 17.268347 157557.550646 3481
5504 15134 8.731031 157504.60315 3481
4814 13800 16.185616 157398.199644 3481
3638 14646 10.397541 157259.188852 3481
4482 4672 23.517185 157202.840666 3481
5339 5563 37.985855 157174.45719 3481
10829 10944 8.110164 157168.06443 3481
6576 7956 4.551655 156956.73697 3481
12744 12858 14.332088 156910.649609 3481
8387 8613 23.517658 156907.584301 3481
96 161 21.36834 156881.118555 3481
843 926 4.130265 156847.243094 3481
7130 7131 36.553223 156763.833416 3481
17027 17213 32.467358 156681.028222 3481
13293 13688 13.359726 156646.501072 3481
13275 14128 43.196102 156620.219352 3481
10397 10400 3.045898 156494.733196 3481
8408 8505 207.155746 156454.654817 3481
729 15587 24.818172 156449.463409 3481
4959 5347 13.359894 156382.233554 3481
409 7914 10.786854 156367.797373 3481
17399 17495 18.488585 156341.285007 3481
16086 16585 16.009598 156318.139106 3481
728 15592 24.98015 156312.14471 3481
11998 12789 7.841814 156275.863559 3481
6714 13157 13.526313 156270.813037 3481
1074 1075 141.64502 156269.145876 3481
9695 9735 62.460892 156252.62085 3481
3436 3902 13.94873 156167.167878 3481
9740 10181 15.20861 156160.035426 3481
17640 17737 21.504936 156147.464245 3481
3257 3840 17.013607 156119.331916 3481
6509 16962 7.799645 156097.390135 3481
886 8726 108.07666 156088.432041 3481
6050 13346 8.346191 156081.81421 3481
3452 3872 12.554199 156045.268733 3481
5189 17953 10.165226 156004.759757 3481
15322 15670 11.567531 155986.642461 3481
2398 17953 13.012508 155981.390697 3481
5531 17238 17.652695 155977.8926 3481
1024 1612 37.455891 155971.872416 3481
1637 4975 4.966406 155966.069805 3481
10106 10510 12.71347 155940.377596 3481
8148 8149 18.276855 155894.339658 3481
4609 4669 7.741955 155888.570128 3481
3893 14210 17.338547 155853.89311 3481
5878 11783 14.178609 155850.334596 3481
10181 10611 12.918055 155777.70921 3481
974 5538 12.793945 155699.29855 3481
3356 3358 16.753418 155691.708281 3481
13203 13919 74.028198 155659.531189 3481
1678 1956 11.508899 155620.202056 3481
10037 10146 2.790039 155593.90998 3481
8679 9092 13.359351 155592.144295 3481
4904 4958 12.264113 155575.146216 3481
8021 8022 16.753418 155495.319475 3481
7416 8001 66.942802 155491.307702 3481
5394 18181 165.998199 155415.399781 3481
6417 11112 2.956195 155400.05139 3481
6822 7158 9.76416 155398.313368 3481
2254 7416 12.941926 155379.895671 3481
2991 15441 15.623046 155376.309312 3481
1803 2315 16.807665 155335.383598 3481
95 235 20.237167 155208.028616 3481
9137 12949 9.124993 155205.570382 3481
3883 4603 21.143829 155203.226376 3481
609 950 10.228285 155191.631723 3481
3055 12593 5.700658 155183.379601 3481
2376 6306 6.854131 155004.16391 3481
3589 14840 36.320538 154977.566685 3481
5302 5372 23.015396 154953.456644 3481
1856 1992 4.453319 154906.584356 3481
9789 9924 12.883264 154781.664553 3481
2940 15441 21.073734 154751.308739 3481
14465 14496 21.36834 154639.704052 3481
11313 11718 50.329197 154626.220064 3481
3041 17100 72.393143 154580.11348 3481
17847 17941 19.995415 154365.667151 3481
4190 12935 7.748457 154312.058505 3481
7086 11896 141.41333 154296.749675 3481
8066 14591 199.540146 154277.766648 3481
